,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation
7250,Areacourt,Where's team eRiCa dOesn’t deSerVe PJ et Versace preek? Y'all choking? It muzz be noice! #PartyHardWithErica #BBNaija ,2020-08-29 23:26:01+00:00,0,1,,#PartyHardWithErica #BBNaija,
7251,aishaumarnyako,I don’t know Erica free this guy if he is a stallion you become cleopatra Low self esteem is not good tbh..chai! #BBNaija,2020-08-29 23:26:01+00:00,0,2,,#BBNaija,
7252,Bkagain70,Bumshort fans and these nonsense shippers do nothing but shade Nengi and look for reasons to attack her Nengi fans need to separate from that ship. Nothing about it is cute. How dare that bumshort try to insinuate nonsense against Nengi this night? #OwambeWithNengi #bbnaija,2020-08-29 23:26:01+00:00,2,12,,#OwambeWithNengi #bbnaija,
7253,olu_maryham,Laycon just confirmed the DJ played his song na biggie run us street @dj_switchaholic Thank you #BBNaija,2020-08-29 23:26:00+00:00,8,60,@dj_switchaholic,#BBNaija,
7254,austinugo27,"#BBNaija I need this ship for my king, #Ozo. To somalia with flirtatious Kidd n Nengi",2020-08-29 23:25:59+00:00,0,13,,#BBNaija #Ozo,
7255,Brivickum1,Oze deh try shaaa. Sefffff Tony Omez no love like him . Nengi my girl brother kee you there #BBNaija,2020-08-29 23:25:59+00:00,0,2,,#BBNaija,
7256,abenabragohagan,They played senseless The Dj was right #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:59+00:00,1,5,,#SwitchUpWithLaycon #BBNaija,
7257,Kb2gud007,Laycon just confirmed Dj Switch play senseless #BBNaija,2020-08-29 23:25:58+00:00,1,9,,#BBNaija,
7258,EmmyMurrat,"@Ebuka abeg hepp us free Ozo tomorrow. Just say ""Ozo what's up?"" ""Do you still feel like there's a chance for you and Nengi? Cause she keeps telling you you're her brother but it seems you still have Hope's for a relationship"". Just like that only #bbnaija ",2020-08-29 23:25:58+00:00,2,3,@Ebuka,#bbnaija,
7259,mercy79509200,So it was actually Neo and Ozo that both saw them together in the toilet #BBNaija,2020-08-29 23:25:57+00:00,0,2,,#BBNaija,
7260,succilowati,DJ switch I forgive you #bbnaija ,2020-08-29 23:25:57+00:00,1,6,,#bbnaija,
7261,Momo73938891,Senseless was played #BBNaija,2020-08-29 23:25:57+00:00,1,3,,#BBNaija,
7262,Ms_nilla27,I need Erica to leave this man alone and focus on the game. I swear this Kiddricaship is not it!!! #BBNaija,2020-08-29 23:25:57+00:00,0,8,,#BBNaija,
7263,Real_Precious_M,Nengi and Kidd are in some sort of entanglement and I don't like it bro #bbnaija2020 #BBNaija,2020-08-29 23:25:56+00:00,0,1,,#bbnaija2020 #BBNaija,
7264,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,473,,,
7265,KhomotjoM,"Dora likes Ozo, Ozo likes Nengi and Nengi likes Kiddwaya. Issa love chain #BBNaija",2020-08-29 23:25:56+00:00,0,1,,#BBNaija,
7266,yacim986,Una Dey call nengi saint. Someone that has always wanted kidd Shebi I talk am. #bbnaija,2020-08-29 23:25:55+00:00,0,3,,#bbnaija,
7267,Leylaa54147696,Wish Ozo and erica would end up together abeg they have so much beautiful heart.#BBNaija,2020-08-29 23:25:55+00:00,14,128,,#BBNaija,
7268,Alissa_bbyy,Ozo gats to jazz up #Bbnaija,2020-08-29 23:25:55+00:00,0,2,,#Bbnaija,
7269,Terrestrialforc,'You came out of the bathroom with your zip down' How TF is there no outrage about this? TF is he insinuating? Jesus christ #BBNaija #OwambeWithNengi,2020-08-29 23:25:55+00:00,15,47,,#BBNaija #OwambeWithNengi,
7270,LilianAgba,So my brother isn't allowed to peck another girl? #BBNaija ,2020-08-29 23:25:54+00:00,0,0,,#BBNaija,
7271,burnadfissh,Ozo needs more scope from kiddwayya to handle nengi....ozo can’t be a brother in Christ for long na #BBNaija,2020-08-29 23:25:54+00:00,0,1,,#BBNaija,
7272,mike_okiki, Shoutout to @dj_switchaholic for a heavy set tonight Mad jams b2b! #SwitchUpWithLaycon #bbnaija,2020-08-29 23:25:54+00:00,0,1,@dj_switchaholic,#SwitchUpWithLaycon #bbnaija,
7273,Jaycn330,Party haf finished.time for curing #BBNaija #BBNaijaLockdown,2020-08-29 23:25:54+00:00,0,1,,#BBNaija #BBNaijaLockdown,
7274,blacky_tee,The earlier everyone realises that Kidd has no time to commit to anybody and has no fucking respect for bro code the better for all of us #BBNaija,2020-08-29 23:25:54+00:00,2,6,,#BBNaija,
7275,OjoEvelyn2,I Stan an alpha female brother zone all of them joor #BBNaija #OwambeWithNengi,2020-08-29 23:25:53+00:00,2,9,,#BBNaija #OwambeWithNengi,
7276,_normah_,There’s something dysfunctional about all the ships in this house. #BBNAIJA,2020-08-29 23:25:53+00:00,7,11,,#BBNAIJA,
7277,Ms_skindeep,Nengi highlights are in the bathroom always lol #bbnaija,2020-08-29 23:25:52+00:00,1,6,,#bbnaija,
7278,Nokxxy_M,We were having a great day then boom #BBNaija,2020-08-29 23:25:52+00:00,0,2,,#BBNaija,
7279,Zaddy_Clinton,Kidd and Nengi's ship must sail... #BBNaija ,2020-08-29 23:25:51+00:00,3,9,,#BBNaija,
7280,OluWol_e,600 years for Kayode for going on advert when laycon's song #senseless was played #BBNaija,2020-08-29 23:25:51+00:00,1,6,,#senseless #BBNaija,
7281,missginapromote,I'm ready to ship Ozo and Erica! #BBNaija,2020-08-29 23:25:50+00:00,1,8,,#BBNaija,
7282,chisom_chioma,"Ozo enjoy urself boo till after 71 days what rubbish,u don try #BBNaija",2020-08-29 23:25:50+00:00,0,2,,#BBNaija,
7283,_kingcassandra,Big brother well done. They played my babe’s song and then you guys when on advert. Are you okay ? Please don’t try it again next week they should play it again. Thank you. #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:50+00:00,0,5,,#SwitchUpWithLaycon #BBNaija,
7284,EOgwoh,Laycon just confirmed they played his song .. maybe we missed it because of the advert #BBNaija #LayCONSISTENT,2020-08-29 23:25:50+00:00,1,3,,#BBNaija #LayCONSISTENT,
7285,JLCPCB,"JLCPCB Prototype For $2/5pcs, 24 Hours Quick Turnaround. Get $23 Coupons For New Customer Free PCB SMT + $24 Coupons Monthly Order Here https://jlcpcb.com/v",2020-08-20 06:31:12+00:00,68,716,,,
7286,Ugonnaya26,"#BBNaija Ozo, please hear our voice and pull out now. Neo, please I beg you... Be the friend Ozo has always been to you and tell him what it is. #BBNaija ",2020-08-29 23:25:50+00:00,1,4,,#BBNaija #BBNaija,
7287,olaeddo,Continue shipping nonsense oo #BBNaija,2020-08-29 23:25:49+00:00,0,2,,#BBNaija,
7288,Judlyn3,Kiddwaya thank you for helping your sister with her zip ... What would we do without u in that house!?? U are an amazing brother to my bby gal #BBNaija #OwambeWithNengi,2020-08-29 23:25:49+00:00,20,119,,#BBNaija #OwambeWithNengi,
7289,airfem234,Laycon say dem play senseless but una wey watch say dem no play am #BBNaija,2020-08-29 23:25:49+00:00,1,4,,#BBNaija,
7290,Ximatsatsa5,So Kidd is done with Nengi who is next #BBNaija,2020-08-29 23:25:49+00:00,0,3,,#BBNaija,
7291,McSaint01,She actually played it Laycon now talking about it Thanks DJ Switch #SenselessByLaycon #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:48+00:00,2,21,,#SenselessByLaycon #SwitchUpWithLaycon #BBNaija,
7292,Specth0r,Laycon just confirmed it.. she actually played Senseless #BBNaija #LayCONSISTENT,2020-08-29 23:25:48+00:00,1,7,,#BBNaija #LayCONSISTENT,
7293,athraa_12,So nengi and kidd thata why they chat so much in the party room i swear they should swap partners #BBNaija,2020-08-29 23:25:48+00:00,0,1,,#BBNaija,
7294,kng_Hoyindaa,But why its Kayode not showing us bathrooms scenes 300years of headache for you #BBNaija ,2020-08-29 23:25:48+00:00,0,3,,#BBNaija,
7295,blessgracesneh,KIDDWAYA must fuck NENGI outside the house. E SURE WELL . OZO this girl called NENGI that did her body is not for gentleman like you .. Move on YOUNG KING #BBNaija #bbnaijalockdown2020 #bbnaija2020,2020-08-29 23:25:48+00:00,2,9,,#BBNaija #bbnaijalockdown2020 #bbnaija2020,
7296,favoryt_favour,I'm sad #BBNaija,2020-08-29 23:25:48+00:00,0,0,,#BBNaija,
7297,adetonayu,"Icons Laycon just confirmed that DJ Switch played senseless, he was even surprised. Seize fire guys. #BBNaija #LayCONSISTENT #SwitchUpWithLaycon #SenselessByLaycon",2020-08-29 23:25:48+00:00,1,9,,#BBNaija #LayCONSISTENT #SwitchUpWithLaycon #SenselessByLaycon,
7298,lastieyy,"Laycon just confirm that DJ Switch played Senseless... Let's not drag her,he even said the song was not released before he got in the house and that finito told him he was gonna release the song when he's in the house and he even just rapped it to Neo in the lounge #BBNaija ",2020-08-29 23:25:47+00:00,61,564,,#BBNaija,
7299,Eleanor42942673, #BBNaija ,2020-08-29 23:25:47+00:00,0,0,,#BBNaija,
7300,jace_royce,Nengi: Kidd is like a brother to me just like you are... Why are you walking fast.. Chai Ozo don suffer #BBNaija #BBNaijaLockdown #LAYCONtent,2020-08-29 23:25:47+00:00,0,1,,#BBNaija #BBNaijaLockdown #LAYCONtent,
7301,iamusman4real,Laycon giving us lines from his new single #Senseless #LayCONSISTENT #BBNaija,2020-08-29 23:25:46+00:00,0,3,,#Senseless #LayCONSISTENT #BBNaija,
7302,mroscarromero,Kudos to @GuinnessNGR for giving us a proper #SmoothParty #bbnaija ,2020-08-29 23:25:46+00:00,1,2,@GuinnessNGR,#SmoothParty #bbnaija,
7303,melodious_mercy,Nengi with Kidd in the toilet????....The olosho in her has manifested fully....Erica...that ship is sinking....get out fast #BBNaija,2020-08-29 23:25:46+00:00,0,4,,#BBNaija,
7304,ncchime,"Kidd: It’s Dora, she needs love too ma nigga #BBNaija",2020-08-29 23:25:46+00:00,0,0,,#BBNaija,
7305,Dannycastle19,No wonder she said Kidd you are a MAN...chai fear cunning girls #BBNaija,2020-08-29 23:25:46+00:00,0,2,,#BBNaija,
7306,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,473,,,
7307,ikmtnk1,She played laycon senseless ooo biggie why na why ads #bbnaija,2020-08-29 23:25:46+00:00,0,8,,#bbnaija,
7308,MarksBeejay,"E be things oo ""my brother, like you're my brother"" #BBNaija",2020-08-29 23:25:46+00:00,0,4,,#BBNaija,
7309,NIGERIAYOUTH1,LAYCON just confirmed it now....thank you DJ SWITCH. 600 Years for Kayode. #SenselessByLaycon #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:46+00:00,0,4,,#SenselessByLaycon #SwitchUpWithLaycon #BBNaija,
7310,GodfreyIshima,"Kiddwaya is my brother just as you are my brother, I say this girl na confirmed ogbanje, arrant nonsense, never seen a more confused human being, Ozoemana you are too much of a special breed you deserve better who will deliver my boy from the cobweb #BBNaija",2020-08-29 23:25:46+00:00,0,3,,#BBNaija,
7311,Opiwixzy1,The DJ played senseless oooo...seems it was during the break #BBNaija,2020-08-29 23:25:45+00:00,1,3,,#BBNaija,
7312,gossipzone247,"Moment Kid grabbed Nengi’s Boobs stylishly , sooo disrespectful, even tried this strangling thing with her. He’s got no respect for ladies . . . #bbnaija #kiddwaya #ozo #erica #bbnaijalockdown… https://www.instagram.com/p/CEfde8kpXbH/?igshid=xak56kh80060",2020-08-29 23:25:45+00:00,0,2,,#bbnaija #kiddwaya #ozo #erica #bbnaijalockdown,
7313,jjustjjan1,Icons she played senseless ooooo! I’m sure it was during one of the commercial breaks so you can stop dragging the Dj now. #BBNaija ,2020-08-29 23:25:44+00:00,2,13,,#BBNaija,
7314,Lurkingbirrd,It’s a brotherly infused house! #BBNaija ,2020-08-29 23:25:44+00:00,1,1,,#BBNaija,
7315,DulcetChic31,Chai Aunty can’t keep calm she say Kidd is my brother hahahahaha Poor Ozo caught Aunty zipper down #BBNaija,2020-08-29 23:25:44+00:00,0,1,,#BBNaija,
7316,Cebile_pupu,The way Kidd and Nengi are avoiding each other dat Toilet scene #BBNaija,2020-08-29 23:25:44+00:00,4,27,,#BBNaija,
7317,lilianasepho,Let it be on record that Nengi says Ozo is her brother #BBNaija ,2020-08-29 23:25:43+00:00,0,3,,#BBNaija,
7318,stunningovation,At this point..I second the point that Ozo should leave Nengi...because that’s the only reason she keeps getting dragged on this streets...she can’t even have a good time...let the ship sink please #BBNaija,2020-08-29 23:25:43+00:00,0,3,,#BBNaija,
7319,NkayTheGreat," same thing I said... thing is you can tell Ozo he is your brother, but also tell him the truth. Tell him you’re attracted to #kidd #BBNaija #PartyHardWithErica",2020-08-29 23:25:42+00:00,1,5,,#kidd #BBNaija #PartyHardWithErica,
7320,EricaIsThatBit1,Finally Elites are opening their eyes #BBNaija,2020-08-29 23:25:42+00:00,4,26,,#BBNaija,
7321,HRHShawnDanny,Imagine rapture happening on a Saturday night #BBNaija #BBNaijaparty,2020-08-29 23:25:42+00:00,0,2,,#BBNaija #BBNaijaparty,
7322,The__Intellect,They are going to fuck. I can't wait for the drama. #BBNaija ,2020-08-29 23:25:42+00:00,1,3,,#BBNaija,
7323,OfficiaBBBShow,Erica confuse pass Bubu. #BBnaija,2020-08-29 23:25:41+00:00,0,2,,#BBnaija,
7324,Chidals,Laycon just confirmed he was surprised to hear senseless tonight #BBNaija,2020-08-29 23:25:41+00:00,1,13,,#BBNaija,
7325,nnenge,Why do i feel Brighto knows whatever is up with Kidd and Nengi. #BBNaija,2020-08-29 23:25:40+00:00,0,22,,#BBNaija,
7326,KlNgozi,Nengi the toilet master #BBNaija,2020-08-29 23:25:40+00:00,0,7,,#BBNaija,
7327,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,805,9529,@keexstribe,,
7328,RussetArmy,Pls all customers move to the toilet for more information #BBNaija,2020-08-29 23:25:40+00:00,5,42,,#BBNaija,
7329,Mss_December,#BBNaija ,2020-08-29 23:25:40+00:00,0,0,,#BBNaija,
7330,Vall_erie,Nengi go and kiss Kidd please I want to check something #BBNaija,2020-08-29 23:25:40+00:00,0,3,,#BBNaija,
7331,kansola__,The fact that Dorathy’s name gets called in every ship in this house is something else #BBNaija,2020-08-29 23:25:38+00:00,23,133,,#BBNaija,
7332,Meel31691885,In the toilet sister Mary does it in the toilet Ashawoooooooo #PartyHardWithErica #BBNaija,2020-08-29 23:25:38+00:00,10,88,,#PartyHardWithErica #BBNaija,
7333,chiqqlitt,"Lmao, Nengi is now actively chasing Kidd since she heard his story, lmao. Which one is taking him to the toilet and asking him to zip her cloth down. Look at your gold digger here people. #bbnaija #bbnaija2020 #BBNaijaLockdown #bbnaijalockdown2020 #BBNaijia #BBNaijaLocdown",2020-08-29 23:25:38+00:00,0,5,,#bbnaija #bbnaija2020 #BBNaijaLockdown #bbnaijalockdown2020 #BBNaijia #BBNaijaLocdown,
7334,symply1martha,#DorathyRockStar #BBnaija,2020-08-29 23:25:37+00:00,0,0,,#DorathyRockStar #BBnaija,
7335,SaneyDuma,Erica deserve better #BBNaija #BBNajia,2020-08-29 23:25:37+00:00,0,8,,#BBNaija #BBNajia,
7336,HopeRobert19,"Icons!!!!!!!!!! They played senseless ooo. God will bless DJ switch ooo. We owe her oo. Na BBN go do their stupid advert then. 600 years of enjoyment for her Laycon, Kidd and Nengi DJ Switch #bbnaija",2020-08-29 23:25:37+00:00,11,100,,#bbnaija,
7337,tinubeau,Something tells me Kiddwaya is a fake housemate. One of this season's twists. #bbnaija,2020-08-29 23:25:37+00:00,0,2,,#bbnaija,
7338,TenardoHayes,We actually said it that Kidd's detailed Hero (Father's) Story would have some babes shooting shots harder. Not surprised. #bbnaija,2020-08-29 23:25:37+00:00,0,1,,#bbnaija,
7339,olaandy3,"Na Kayode no allow us enjoy the song,bastard #BBNaija",2020-08-29 23:25:36+00:00,0,3,,#BBNaija,
7340,rawlarkey,"DJ Switch came through for my boy, Lay. Awwwwwwww...... #BBNaija",2020-08-29 23:25:36+00:00,0,3,,#BBNaija,
7341,zeezika_,Isn’t kidd married?? Why would he be choking and unzipping another woman. Stupid thing #bbnaija #OwambeWithNengi,2020-08-29 23:25:36+00:00,1,4,,#bbnaija #OwambeWithNengi,
7342,Sassy_B_N,There are six other girls in that house oo six girls! but she couldn't pick any of them to go with Na wa ! #Nengi #kidd #Kiddwaya #BBNaija,2020-08-29 23:25:36+00:00,0,4,,#Nengi #kidd #Kiddwaya #BBNaija,
7343,NiffygoldM,ICONs DJ switch played #SenselessByLaycon Laycon just confirmed it himself so make una go appreciate her. #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:35+00:00,0,15,,#SenselessByLaycon #SwitchUpWithLaycon #BBNaija,
7344,2muchAkanni,Laycon @itslaycon just confirmed to us. DJ Switch played senseless. + #SwitchUpWithLaycon #SenselessByLaycon #BBNaija,2020-08-29 23:25:34+00:00,268,1835,@itslaycon,#SwitchUpWithLaycon #SenselessByLaycon #BBNaija,
7345,Ajiboye19996277,Why even a male ? What’s with the Vee or other female housemates . Makes it suspicious they just had a quickie. #bbnaija,2020-08-29 23:25:34+00:00,0,3,,#bbnaija,
7346,happy_cuteangel,Whats paining my brother Ozo was the position he saw kidd and Nengi in the toilet. Can showmax run it for us. We need to confirm the zip down and up by brother kidd #BBNaija,2020-08-29 23:25:34+00:00,1,11,,#BBNaija,
7347,nvka__og, #BBNaija ,2020-08-29 23:25:34+00:00,0,1,,#BBNaija,
7348,JLCPCB,"JLCPCB Prototype For $2/5pcs, 24 Hours Quick Turnaround. Get $23 Coupons For New Customer Free PCB SMT + $24 Coupons Monthly Order Here https://jlcpcb.com/v",2020-08-20 06:31:12+00:00,68,716,,,
7349,tawetha,Oh Laycon confirms that dj switch played his song #Senseless Thank you dj iCons she played it. 600 years of acne to biggie for going on break #BBNaija,2020-08-29 23:25:34+00:00,1,16,,#Senseless #BBNaija,
7350,Truthwhisperer4,So kidd have been enjoying nengi in the bathroom #BBNaija,2020-08-29 23:25:34+00:00,0,1,,#BBNaija,
7351,Nathacruzzz,#BBNaija I follow back now,2020-08-29 23:25:34+00:00,0,1,,#BBNaija,
7352,fabulous_ade,"Can Ozo stop exaggerating his friendship with Nengi in his mind. Forget whatever she doing, listen to what she’s saying. She doesn’t want you. #BBNaija",2020-08-29 23:25:34+00:00,0,7,,#BBNaija,
7353,peace23567,#PrayforOzo Can we take some time to pray for our favourite Enough is Enough I'm so tired on his behalf #bbnaija #Nigeria,2020-08-29 23:25:33+00:00,0,11,,#PrayforOzo #bbnaija #Nigeria,
7354,AbiAmek,Laycon has confirmed it....Dj played Senseless....thank you @dj_switchaholic but Kayode 600 yrs for you...we didn't watch... #BBNaija #BBNaijaLockdown #SwitchUpWithLaycon,2020-08-29 23:25:33+00:00,10,44,@dj_switchaholic,#BBNaija #BBNaijaLockdown #SwitchUpWithLaycon,
7355,DamieOredun,Kiddwaya is not your brother Nengi. Let's draw a thin line there. Your surname isn't Waya. This is just an excuse to flirt more with him. #BBNaijaLockdown #BBNaija,2020-08-29 23:25:33+00:00,2,6,,#BBNaijaLockdown #BBNaija,
7356,Queenlike_asa,Let’s not forget yesterday she told Laycon the rapper Tyga is her type of guy. Ozo’s nothing like Tyga but guess who is much more like Tyga #bbnaija,2020-08-29 23:25:33+00:00,0,3,,#bbnaija,
7357,Ossy_Whyse,"Icons, Laycon just confirmed DJ Switch played senseless. Shout out to #DJSwitch #BBNaija #LayCONSISTENT",2020-08-29 23:25:32+00:00,0,5,,#DJSwitch #BBNaija #LayCONSISTENT,
7358,gbogo_tope,"Meet #DJSwitch , the first Nigerian female DJ to set the entire #BBNaija Party Room on fire in the year 1920. Retweet and like if you feel her vibe. ",2020-08-29 23:25:32+00:00,0,9,,#DJSwitch #BBNaija,
7359,eazygabazin,Free Dj switch o She played Senseless #BBNaija,2020-08-29 23:25:31+00:00,0,4,,#BBNaija,
7360,reachabi,Icons please go and thank @dj_switchaholic Laycon just confirmed she played senseless #bbnaija #SwitchUpWithLaycon,2020-08-29 23:25:31+00:00,0,1,@dj_switchaholic,#bbnaija #SwitchUpWithLaycon,
7361,Miriam___xoxo,Ozo has figured Nengi out....lmaooo . He could see through her lies. #BBNaija #OZOGrooveMaster,2020-08-29 23:25:30+00:00,11,49,,#BBNaija #OZOGrooveMaster,
7362,Ihuomauz,"Nengi, Queen of Drama. Why wouldn't i stan this girl? Premium content! #bbnaija",2020-08-29 23:25:30+00:00,0,2,,#bbnaija,
7363,sizaninastyg,#SwitchUpWithLaycon #BBNaija #TeamPraise You were missed Praise and you are Loved. https://twitter.com/itz__praise/status/1299821714612813835,2020-08-29 23:25:29+00:00,1,4,,#SwitchUpWithLaycon #BBNaija #TeamPraise,
7364,Mercie4real,Laycon confirmed she played Senseless #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:29+00:00,1,16,,#SwitchUpWithLaycon #BBNaija,
7365,Olurops,So she played senseless. Walai i no hear sha. How come? #BBNaija,2020-08-29 23:25:29+00:00,0,20,,#BBNaija,
7366,omo_bisi,Laycon just confirmed it...Dj Switch played Senseless #LayCONSISTENT #BBNaija #SenselessByLaycon,2020-08-29 23:25:29+00:00,0,7,,#LayCONSISTENT #BBNaija #SenselessByLaycon,
7367,Landlord245,"Ok Nengi should be in her bed sleeping, she is drunk rn #BBNaija",2020-08-29 23:25:28+00:00,0,6,,#BBNaija,
7368,modelderab,wow I am listening to Laycon ft reminise song on radio ooo #BBNAIJA,2020-08-29 23:25:28+00:00,0,2,,#BBNAIJA,
7369,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,473,,,
7370,preshyy_us,They actually played senseless... dj switch was right guys #BBNaija #LayCONSISTENT,2020-08-29 23:25:28+00:00,0,7,,#BBNaija #LayCONSISTENT,
7371,Moni1der,Did you all hear Laycon? DJ Switch played Senseless oh.. what a woman #BBNaijaLockdown #BBNajia #BBNaija,2020-08-29 23:25:28+00:00,0,4,,#BBNaijaLockdown #BBNajia #BBNaija,
7372,baybee_be,So they played senseless and kayode went on a break You will suffer for 600years and 4 days #BBNaija ,2020-08-29 23:25:27+00:00,4,33,,#BBNaija,
7373,bellanaija,Brother Ozo #BBNaija #BNxBBNaija,2020-08-29 23:25:27+00:00,21,277,,#BBNaija #BNxBBNaija,
7374,theedebonair,Comedian #DorathyRockStar #BBNaija ,2020-08-29 23:25:27+00:00,0,1,,#DorathyRockStar #BBNaija,
7375,tahitianonii,I'm glad Ozo isn't a slow as I had thought. Ozo knows. Ozo #BBNaija,2020-08-29 23:25:27+00:00,1,4,,#BBNaija,
7376,ProfZode,I'm here again #BBNaija ,2020-08-29 23:25:27+00:00,61,185,,#BBNaija,
7377,tami__e,Travel beta #BBNaija,2020-08-29 23:25:27+00:00,0,1,,#BBNaija,
7378,BigTsolaye,Prince and Dora? Tolani don comot for equation ? #BBNaija ,2020-08-29 23:25:27+00:00,0,1,,#BBNaija,
7379,mike_okiki,This is dj switch. If you love her performance tonight.. hit like. #laycon #BBNaija ,2020-08-29 23:25:26+00:00,4,140,,#laycon #BBNaija,
7380,pauljay100,Why are y'all getting dramatic so nobody heard her say kid is my brother just like you in travel beta leave ozo outta ya mouth #BBNaija,2020-08-29 23:25:26+00:00,0,1,,#BBNaija,
7381,BuoyBlazey,"Una dey craze! “Oracle, no night game today” when e reach time to vote, una no dey vote Oracle ohhh #bbnaija",2020-08-29 23:25:26+00:00,0,1,,#bbnaija,
7382,Kotetv_ng,"I wish @Ebuka can shake this ozone table tomorrow , so ozo’s eye will open to the fact that Nengi is attracted to kiddwaya #bbnaija #bbnaija2020 #bbnaijalockdown2020",2020-08-29 23:25:25+00:00,0,2,@Ebuka,#bbnaija #bbnaija2020 #bbnaijalockdown2020,
7383,_gbots,Wait Laycon said they played Senseless today oo They have ran us street Kayode na the bastard ooo #BBNaija,2020-08-29 23:25:25+00:00,0,4,,#BBNaija,
7384,Latoya71758566,Kiddwaya is a player . Periodt!!! #BBNaija,2020-08-29 23:25:25+00:00,0,0,,#BBNaija,
7385,Homebod21,"Icons Laycon just said they played senseless, so the drag you were dragging the DJ, what was it for ? #BBNaija",2020-08-29 23:25:25+00:00,0,1,,#BBNaija,
7386,Kagiso0_0,The sooner you people release Nengi from this ozone what what the better now your insulting her for nothing let the girl be this is tiring now she and Ozo can pursue their relationship outside without cameras if they want to in peace #BBNaija,2020-08-29 23:25:24+00:00,0,1,,#BBNaija,
7387,Creamiecake_,So dj swich played senseless by Laycon and we didn't know. I guess there was an advert then #BBNaija #SwitchUpWithLaycon #LayCONSISTENT,2020-08-29 23:25:23+00:00,0,2,,#BBNaija #SwitchUpWithLaycon #LayCONSISTENT,
7388,BuoyBlazey,Ozo is sad after Nengi reminds him of his position as her ‘brother’ #bbnaija ,2020-08-29 23:25:23+00:00,1,4,,#bbnaija,
7389,Thobza27938209,The most annoying part is superions shipping these thing #Bbnaija,2020-08-29 23:25:23+00:00,2,2,,#Bbnaija,
7390,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,473,,,
7391,Holashots,"So she played Senseless maad oh, Laycon just confirmed it. #LayCONSISTENT #bbnaija #smoothparty",2020-08-29 23:25:23+00:00,0,7,,#LayCONSISTENT #bbnaija #smoothparty,
7392,murlahra,Ozo is my priority periodt #BBNaija,2020-08-29 23:25:23+00:00,0,3,,#BBNaija,
7393,Mistakobz,Laycon just confirmed it !! We love you #SwitchUpWithLaycon #bbnaija ,2020-08-29 23:25:22+00:00,0,13,,#SwitchUpWithLaycon #bbnaija,
7394,_mhizBibi,"Seems like you lots can’t read, she said she played it abi una DEAF ni.. Blame it on Biggie and leave Dj switch alone, she killed it dis night, let her shine. Besides Laycon jst confirmed now that she played it y’all Modafuckers #PartyHardWithErica #bbnaija #bbnaijalockdown2020",2020-08-29 23:25:22+00:00,0,3,,#PartyHardWithErica #bbnaija #bbnaijalockdown2020,
7395,infotweetme,Ozo’s situation with Nengi is actually worst than Laycon’s situation with Erica!! Hmm #bbnaija ,2020-08-29 23:25:22+00:00,1,5,,#bbnaija,
7396,maskontt,Okay dj switch is my darling she actually played sensless... but kayode waka to you 600 times #BBNaija,2020-08-29 23:25:22+00:00,0,0,,#BBNaija,
7397,jessgab2003,Erica is so naive. She needs to open her eyes and stop smiling like a sheep all the damn time. #openyoureyesbaby #PartyHardWithErica #BBNaija,2020-08-29 23:25:22+00:00,0,5,,#openyoureyesbaby #PartyHardWithErica #BBNaija,
7398,Ntha_mos,Ozo& Erica have suffered #bbnaija,2020-08-29 23:25:22+00:00,0,3,,#bbnaija,
7399,she_is_Aries_,She PLAYED senseless!!! #SwitchUpWithLaycon #BBNaija,2020-08-29 23:25:21+00:00,16,58,,#SwitchUpWithLaycon #BBNaija,
7400,radioboyfm,DJ actually played senseless o Laycon just confirmed it lol Dj switch I hail you @bbnaija #bbnaija,2020-08-29 23:25:21+00:00,0,5,@BBNaija,#bbnaija,
7401,Funkymama10,Ozo is not smiling I pray he mans up and cuts himself loose. #bbnaija,2020-08-29 23:25:21+00:00,0,0,,#bbnaija,
7402,sire_smiley,Laycon just confirmed it #BBNaija,2020-08-29 23:25:21+00:00,0,2,,#BBNaija,
7403,bee_bengo,#BBNaija I'm not okay I'm hurt on behalf of Ozo #Nengi please baby don't hurt our inlaw #NengiMovement,2020-08-29 23:25:20+00:00,0,1,,#BBNaija #Nengi #NengiMovement,
